,Date,Label
105,2020-12-29,4
106,2020-12-30,0
107,2020-12-31,4
108,2021-01-02,0
109,2021-01-03,0
110,2021-01-04,0
111,2021-01-05,0
112,2021-01-06,0
113,2021-01-07,0
114,2021-01-08,0
115,2021-01-09,0
116,2021-01-10,0
117,2021-01-11,0
118,2021-01-13,0
119,2021-01-15,0
120,2021-01-16,0
121,2021-01-17,0
122,2021-01-18,0
123,2021-01-19,4
124,2021-01-20,3
125,2021-01-21,4
126,2021-01-22,2
127,2021-01-23,3
128,2021-01-24,4
129,2021-01-25,4
130,2021-01-26,4
131,2021-01-27,4
132,2021-01-29,2
133,2021-01-30,0
134,2021-01-31,0
135,2021-02-01,4
136,2021-02-02,1
137,2021-02-03,0
138,2021-02-04,0
139,2021-02-05,0
140,2021-02-06,0
141,2021-02-07,0
142,2021-02-08,0
143,2021-02-09,0
144,2021-02-10,0
145,2021-02-11,0
146,2021-02-12,0
147,2021-02-13,4
148,2021-02-14,0
149,2021-02-15,3
150,2021-02-16,1
151,2021-02-17,0
152,2021-02-18,0
153,2021-02-19,0
154,2021-02-20,0
155,2021-02-21,0
156,2021-02-22,0
157,2021-02-23,0
158,2021-02-24,0
159,2021-02-25,0
160,2021-02-26,0
161,2021-02-27,0
162,2021-02-28,0
163,2021-03-01,0
164,2021-03-02,2
165,2021-03-03,2
166,2021-03-04,2
167,2021-03-05,0
168,2021-03-06,0
169,2021-03-07,2
170,2021-03-08,1
171,2021-03-09,1
172,2021-03-10,0
173,2021-03-11,0
174,2021-03-12,0
175,2021-03-13,1
176,2021-03-14,0
177,2021-03-15,1
178,2021-03-16,4
179,2021-03-17,0
180,2021-03-18,0
181,2021-03-19,0
182,2021-03-20,0
183,2021-03-21,3
184,2021-03-22,0
185,2021-03-23,0
186,2021-03-24,1
187,2021-03-25,3
188,2021-03-26,0
189,2021-03-27,0
190,2021-03-28,0
191,2021-03-29,2
192,2021-03-30,0
193,2021-03-31,0
194,2021-04-01,0
195,2021-04-02,0
196,2021-04-03,0
197,2021-04-04,0
198,2021-04-05,0
199,2021-04-06,2
200,2021-04-07,0
201,2021-04-08,0
202,2021-04-09,0
203,2021-04-10,0
204,2021-04-11,3
205,2021-04-12,0
206,2021-04-13,0
207,2021-04-14,2
208,2021-04-15,2
209,2021-04-16,3
210,2021-04-17,0
211,2021-04-18,0
212,2021-04-19,0
213,2021-04-20,0
214,2021-04-21,0
215,2021-04-22,1
216,2021-04-23,0
217,2021-04-24,0
218,2021-04-25,0
219,2021-04-26,1
220,2021-04-28,3
221,2021-04-29,0
222,2021-04-30,0
223,2021-05-01,3
224,2021-05-02,0
225,2021-05-03,0
226,2021-05-04,0
227,2021-05-05,3
228,2021-05-06,0
229,2021-05-07,0
230,2021-05-08,0
231,2021-05-09,0
232,2021-05-10,0
233,2021-05-11,0
234,2021-05-12,0
235,2021-05-13,0
236,2021-05-14,0
237,2021-05-15,0
238,2021-05-16,0
239,2021-05-17,0
240,2021-05-18,2
241,2021-05-19,0
242,2021-05-20,0
243,2021-05-21,0
244,2021-05-22,0
245,2021-05-23,0
246,2021-05-24,0
247,2021-05-25,0
248,2021-05-26,0
249,2021-05-27,0
250,2021-05-28,0
251,2021-05-29,0
252,2021-05-30,0
253,2021-05-31,0
254,2021-06-01,0
255,2021-06-02,0
256,2021-06-03,0
257,2021-06-04,2
258,2021-06-05,0
259,2021-06-06,0
260,2021-06-07,1
261,2021-06-08,0
262,2021-06-09,0
263,2021-06-10,0
264,2021-06-11,0
265,2021-06-12,0
266,2021-06-13,0
267,2021-06-14,0
268,2021-06-15,2
269,2021-06-16,0
270,2021-06-17,0
271,2021-06-18,0
272,2021-06-19,0
273,2021-06-21,0
274,2021-06-22,4
275,2021-06-23,4
276,2021-06-24,3
277,2021-06-25,2
278,2021-06-26,0
279,2021-06-27,0
280,2021-06-28,3
281,2021-06-29,3
282,2021-06-30,3
283,2021-07-01,1
284,2021-07-02,4
285,2021-07-03,4
286,2021-07-04,4
287,2021-07-05,1
288,2021-07-06,2
289,2021-07-07,3
290,2021-07-08,0
291,2021-07-09,1
292,2021-07-10,0
293,2021-07-11,0
294,2021-07-12,2
295,2021-07-13,0
296,2021-07-14,4
297,2021-07-15,4
298,2021-07-16,4
299,2021-07-17,4
300,2021-07-18,4
301,2021-07-19,1
302,2021-07-20,3
303,2021-07-21,3
304,2021-07-22,4
305,2021-07-23,4
306,2021-07-24,4
307,2021-07-25,4
308,2021-07-26,3
309,2021-07-27,1
310,2021-07-28,0
311,2021-07-29,4
312,2021-07-30,1
313,2021-07-31,4
314,2021-08-01,3
315,2021-08-02,0
316,2021-08-03,0
317,2021-08-04,0
318,2021-08-05,3
319,2021-08-06,3
320,2021-08-07,3
321,2021-08-08,4
322,2021-08-09,4
323,2021-08-10,3
324,2021-08-11,4
325,2021-08-12,1
326,2021-08-13,4
327,2021-08-14,4
328,2021-08-15,1
329,2021-08-16,3
330,2021-08-17,4
331,2021-08-19,2
332,2021-08-21,0
333,2021-08-22,0
334,2021-08-23,0
335,2021-08-24,0
336,2021-08-25,0
337,2021-08-26,2
338,2021-08-27,2
339,2021-08-28,2
340,2021-08-29,0
341,2021-08-30,1
342,2021-08-31,4
343,2021-09-01,4
344,2021-09-02,4
345,2021-09-03,0
346,2021-09-04,2
347,2021-09-05,0
348,2021-09-06,0
349,2021-09-07,0
350,2021-09-08,0
351,2021-09-09,0
352,2021-09-10,0
353,2021-09-11,2
354,2021-09-12,0
355,2021-09-13,0
356,2021-09-14,3
357,2021-09-15,0
358,2021-09-16,2
359,2021-09-17,3
360,2021-09-18,1
361,2021-09-19,3
362,2021-09-20,0
363,2021-09-21,0
364,2021-09-22,0
365,2021-09-23,4
366,2021-09-24,3
367,2021-09-25,1
368,2021-09-27,3
369,2021-09-28,0
370,2021-09-29,0
371,2021-09-30,1
372,2021-10-01,3
373,2021-10-02,0
374,2021-10-03,3
375,2021-10-04,1
376,2021-10-06,0
377,2021-10-07,3
378,2021-10-08,0
379,2021-10-09,0
380,2021-10-10,0
381,2021-10-11,0
382,2021-10-12,1
383,2021-10-13,0
384,2021-10-14,0
385,2021-10-15,0
386,2021-10-16,1
387,2021-10-17,3
388,2021-10-18,0
389,2021-10-19,0
390,2021-10-20,0
391,2021-10-21,0
392,2021-10-22,0
393,2021-10-23,2
394,2021-10-24,2
395,2021-10-25,0
396,2021-10-26,0
397,2021-10-27,0
398,2021-10-28,0
399,2021-10-29,0
400,2021-10-30,0
401,2021-10-31,0
402,2021-11-01,0
403,2021-11-02,0
404,2021-11-03,0
405,2021-11-04,0
406,2021-11-05,0
407,2021-11-06,0
408,2021-11-07,0
409,2021-11-08,0
410,2021-11-09,2
411,2021-11-10,0
412,2021-11-11,0
413,2021-11-12,0
414,2021-11-13,0
415,2021-11-14,0
416,2021-11-15,0
417,2021-11-16,0
418,2021-11-17,4
419,2021-11-18,0
420,2021-11-19,0
421,2021-11-20,2
422,2021-11-21,4
423,2021-11-22,2
424,2021-11-23,1
425,2021-11-24,2
426,2021-11-25,3
427,2021-11-26,0
428,2021-11-27,0
429,2021-11-28,0
430,2021-11-29,0
431,2021-11-30,0
432,2021-12-01,3
433,2021-12-02,0
434,2021-12-03,0
435,2021-12-04,3
436,2021-12-13,0
437,2021-12-14,3
438,2021-12-15,4
439,2021-12-16,0
440,2021-12-17,0
441,2021-12-18,0
442,2021-12-19,0
443,2021-12-20,0
444,2021-12-21,4
445,2021-12-22,3
446,2021-12-23,0
447,2021-12-24,4
448,2021-12-25,4
449,2021-12-26,3
450,2021-12-27,4
451,2021-12-28,1
452,2021-12-29,4
453,2021-12-30,4
454,2021-12-31,4
455,2022-01-01,0
456,2022-01-02,0
457,2022-01-03,0
458,2022-01-04,0
459,2022-01-05,0
460,2022-01-06,0
461,2022-01-07,0
462,2022-01-08,1
